SALE TYPE,SOLD DATE,PROPERTY.TYPE,ADDRESS,CITY,STATE.OR.PROVINCE,ZIP.OR.POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3320 Derby Ct,Bedford,TX,76021,299000,3,2,Bedford Park Estates,2090,10977,1979,10,143,,Active,,,14405512,N,Y,32.8599085,-97.1156024
MLS Listing,,Single Family Residential,8602 Southbay Cir,Rowlett,TX,75088,415000,4,3.5,Southbay Estates,3383,10977,1996,18,123,,Active,,,14399159,N,Y,32.8839276,-96.5179545
MLS Listing,,Single Family Residential,412 Washington Dr,Arlington,TX,76011,425000,4,3.5,Rolling Hills Estate Arlington,3791,10977,1974,50,112,,Active,,,14354620,N,Y,32.7722556,-97.1121752
MLS Listing,,Single Family Residential,1900 Kensington Dr,Carrollton,TX,75007,334900,4,3,High Country #2 Ph 2,2394,10934,1978,8,140,,Active,,,14387897,N,Y,33.0145227,-96.8866877
MLS Listing,,Vacant Land,6710 Poco Dr,Parker,TX,75002,272900,0,,Poco Estados,,75359,1976,6,,,Active,,,14410965,N,Y,33.059068,-96.6035556
MLS Listing,,Single Family Residential,1225 Lebanon Ave,Dallas,TX,75208,365000,3,2,Suburban Home,1352,10934,1937,11,270,,Active,,,14406347,N,Y,32.7329126,-96.8427818
MLS Listing,,Single Family Residential,1300 Foxglove Cir,Lantana,TX,76226,484900,5,4,Bandera of Lantana,3932,10934,2009,18,123,111,Active,,,14397663,N,Y,33.1064965,-97.1154762
MLS Listing,,Single Family Residential,7612 Arborgate St,Dallas,TX,75231,799900,4,2.5,High Meadow,3304,10934,1977,38,242,,Active,,,14384693,N,Y,32.8849678,-96.7375884
MLS Listing,,Single Family Residential,987 Mallard Dr,Coppell,TX,75019,499000,3,2.5,Northlake Woodlands East 10 P,2946,10934,1998,51,169,10,Active,,,14375077,N,Y,32.9570957,-96.9597718
MLS Listing,,Single Family Residential,5217 Blue Valley Ct,Fort Worth,TX,76112,260000,3,2,Cliffview Add,2593,10890,1969,4,100,,Active,,,14412806,N,Y,32.7592714,-97.2426783
MLS Listing,,Single Family Residential,1704 Endicott Dr,Plano,TX,75025,435000,4,2.5,Legacy Hills,2833,10890,1991,24,154,,Active,,,14397330,N,Y,33.0718907,-96.7256299
MLS Listing,,Single Family Residential,4130 Kate Dr,Frisco,TX,75034,449500,3,2.5,Kingswood Trails,2683,10890,2015,1,168,67,Active,,,14413952,N,Y,33.1133579,-96.8617789
MLS Listing,,Single Family Residential,6947 Alcala,Grand Prairie,TX,75054,298000,4,2.5,Mira Lagos B 2,2493,10890,2012,1,120,47,Active,,,14414508,N,Y,32.5997628,-97.0509575
MLS Listing,,Single Family Residential,6805 Deloache Ave,Dallas,TX,75225,1895000,5,5.5,Preston Hills,5171,10890,2020,2,366,,Active,,,14412138,N,Y,32.8708287,-96.788281
MLS Listing,,Single Family Residential,2323 W Colorado Blvd,Dallas,TX,75211,425000,2,2,Stevens Park Village,1547,10890,1941,3,275,,Active,,,14375719,N,Y,32.7612511,-96.8615457
MLS Listing,,Condo/Co-op,7812 Roper St #103,Dallas,TX,75209,454000,2,2.5,Roper Heights,2070,10149,2020,6,219,248,Active,,,14410870,N,Y,32.8506308,-96.8298031
MLS Listing,,Single Family Residential,8500 Cadbury Ct,Plano,TX,75024,550000,4,3.5,Preston Creek Add,3553,10890,2000,3,155,67,Active,,,14410747,N,Y,33.0925538,-96.7895992
MLS Listing,,Single Family Residential,1218 Willow Point Dr,Murphy,TX,75094,624990,5,5,Rolling Ridge Estates Ph 4,4617,10890,2006,3,135,42,Active,,,14412601,N,Y,33.0370917,-96.6242121
MLS Listing,,Single Family Residential,2320 Williams Way,Plano,TX,75075,450000,4,3,Willowbrook Estates,3004,10890,1974,3,150,,Active,August-22-2020 01:00 PM,August-22-2020 03:00 PM,14397113,N,Y,33.0269204,-96.7389664
MLS Listing,,Single Family Residential,9615 Blackwillow Ct,Dallas,TX,75249,201000,3,2,Woods,1889,10890,1978,5,106,,Active,,,14411013,N,Y,32.6304311,-96.9453414
MLS Listing,,Single Family Residential,5913 ROYAL PALM Dr,Plano,TX,75093,869000,4,3,Willow Bend Polo Estates Ph A,4127,10890,1991,5,211,34,Active,,,14410899,N,Y,33.0349184,-96.8225809
MLS Listing,,Single Family Residential,2605 Carrington Dr,Mansfield,TX,76063,548559,5,4.5,South Pointe Manor Series,3764,10890,2020,5,146,38,Active,August-18-2020 10:00 AM,August-18-2020 07:00 PM,14411521,N,Y,32.544062,-97.096579
MLS Listing,,Multi-Family (2-4 Unit),3408 Jewel St,Sachse,TX,75048,189900,3,2,Salmon Estates,1245,4792,1982,6,153,,Active,,,14410858,N,Y,32.9762259,-96.590575
MLS Listing,,Single Family Residential,2916 Meadows Dr,Plano,TX,75074,205000,3,1.5,Meadows First Sec,1117,10890,1962,6,184,,Active,,,14410882,N,Y,33.0193172,-96.6743162
MLS Listing,,Single Family Residential,2605 Ashmont,Mansfield,TX,76084,535791,5,4.5,Somerset,4341,10890,2020,6,123,54,Active,,,14411266,N,Y,32.527559,-97.098532
MLS Listing,,Single Family Residential,314 Micco Ln,Fate,TX,75087,432787,5,4,Woodcreek,4180,10890,2020,7,104,94,Active,,,14409738,N,Y,32.943252,-96.400382
MLS Listing,,Single Family Residential,121 Micco Ln,Fate,TX,75087,394094,4,3,Woodcreek,3364,10890,2020,7,117,94,Active,,,14409736,N,Y,32.943252,-96.400382
MLS Listing,,Single Family Residential,5725 Meadowhaven Dr,Plano,TX,75093,682000,4,3.5,Windhaven Sec Three,3815,10890,1996,10,179,38,Active,,,14408401,N,Y,33.0529072,-96.8185619
MLS Listing,,Condo/Co-op,523 Pecan Acres Ct,Arlington,TX,76013,129900,2,1.5,Pecan Acres Condo,1087,2788,1981,6,120,242,Active,,,14410525,N,Y,32.730984,-97.142751
MLS Listing,,Single Family Residential,709 Winding Ridge Trl,Southlake,TX,76092,1100000,4,4.5,Villas Hidden Knoll,4782,10890,2017,10,230,305,Active,August-22-2020 01:00 PM,August-22-2020 04:00 PM,14403780,N,Y,32.931029,-97.1838668
MLS Listing,,Single Family Residential,1 Straight Creek Ct,Trophy Club,TX,76262,329900,5,2.5,Trophy Club #8,2411,10890,1980,10,137,,Active,,,14408421,N,Y,32.9961004,-97.1957133
MLS Listing,,Single Family Residential,5500 Berks Ct,Plano,TX,75093,840000,5,5,Castlemere #2,4525,10890,1995,10,186,38,Active,,,14388159,N,Y,33.0527662,-96.8115293
MLS Listing,,Single Family Residential,13617 Rawhide Pkwy,Farmers Branch,TX,75234,385000,4,3,Valwood Park 27 Sec 03,2156,10890,1962,11,179,,Active,,,14405414,N,Y,32.9292589,-96.8810724
MLS Listing,,Multi-Family (2-4 Unit),7421 Walling Ln,Dallas,TX,75231,469900,4,2,Walling-Northwest,2696,9932,1964,6,174,,Active,,,14410775,N,Y,32.856583,-96.734809
MLS Listing,,Single Family Residential,3111 Buckthorn,Heartland,TX,75126,265000,4,2,Heartland Prcl 9a,2132,10890,2017,13,124,9,Active,,,14405167,N,Y,32.6811534,-96.453376
MLS Listing,,Single Family Residential,1012 Chesterfield Dr,Murphy,TX,75094,339900,4,2,Ranch Ph Two,2697,10890,2003,13,126,31,Active,,,14405040,N,Y,33.0321022,-96.5964838
MLS Listing,,Single Family Residential,3513 Seltzer Dr,Plano,TX,75023,389990,4,3,Whiffletree Ph III,3242,10890,1980,17,120,,Active,,,14402507,N,Y,33.0502968,-96.7615905
MLS Listing,,Single Family Residential,11551 Berry Crk,Flower Mound,TX,76262,510736,4,3.5,Trailwood,2773,10890,2020,21,184,125,Active,,,14399083,N,Y,33.0566984,-97.2153918
MLS Listing,,Single Family Residential,324 Boonesville Bnd,Argyle,TX,76226,850000,4,3.5,The Oaks Ph One,3762,10890,2014,23,226,83,Active,,,14397833,N,Y,33.1033816,-97.1849823
MLS Listing,,Single Family Residential,3336 Cross Bend Rd,Plano,TX,75023,379900,4,3.5,Whiffletree Ph II,2869,10890,1978,24,132,,Active,,,14393677,N,Y,33.048898,-96.7583281
MLS Listing,,Single Family Residential,2701 Pin Oak Ln,Arlington,TX,76012,359900,4,3,Oaks The Arlington,2973,10890,1967,26,121,,Active,,,14393814,N,Y,32.7486016,-97.1543015
MLS Listing,,Single Family Residential,9014 Branch Hollow Dr,Dallas,TX,75243,514900,4,4,Town Creek,3483,10890,1974,27,148,,Active,,,14392392,N,Y,32.9000009,-96.7340562
MLS Listing,,Vacant Land,2009 Tranquil Ct,Keller,TX,76262,390000,0,,Wellsgate Terrace,,37854,,6,,108,Active,,,14410696,N,Y,32.972141,-97.217428
MLS Listing,,Single Family Residential,804 Ridgefield Dr,Plano,TX,75075,325000,4,2,Dallas North Estates Fifth Instl,1971,10890,1963,27,165,,Active,,,14392411,N,Y,33.0114974,-96.7164339
MLS Listing,,Single Family Residential,6317 Creekwood Ct,Sachse,TX,75048,434900,4,3.5,Woodbridge Ph 4b,4035,10890,2003,31,108,40,Active,,,14390263,N,Y,32.9916774,-96.5641181
MLS Listing,,Multi-Family (2-4 Unit),3526 Smith Barry Rd,Pantego,TX,76013,282000,0,,Heritage Park Add,2639,7623,1980,6,107,,Active,,,14410686,N,Y,32.713778,-97.161678
MLS Listing,,Single Family Residential,2840 Faversham Dr,Richardson,TX,75082,460000,4,3.5,Wyndsor Estates IV,4179,10890,1996,31,110,33,Active,August-23-2020 02:00 PM,August-23-2020 04:00 PM,14385297,N,Y,32.9889245,-96.6196004
MLS Listing,,Single Family Residential,1317 Ewing Dr,Garland,TX,75040,185000,3,2,Chandler Heights,1200,10890,1949,33,154,,Active,,,14375828,N,Y,32.9001967,-96.6415041
MLS Listing,,Single Family Residential,2806 Castlereach St,Trophy Club,TX,76262,650000,6,4.5,The Highlands at Trophy Club,4249,10890,2013,38,153,32,Active,,,14384803,N,Y,33.008046,-97.191888
MLS Listing,,Single Family Residential,3133 Seneca Dr,Frisco,TX,75034,869000,4,3.5,Villages Of Stonebriar Park,4269,10890,2000,40,204,292,Active,,,14377457,N,Y,33.1058256,-96.8329016
MLS Listing,,Single Family Residential,1905 Eden Valley Ln,Plano,TX,75093,374900,4,3,Highlands North Ph II,2850,10890,1985,41,132,,Active,,,14381446,N,Y,33.0257967,-96.7762941
MLS Listing,,Single Family Residential,1410 Eminence Ln,Wylie,TX,75098,484307,3,2.5,Inspiration,3002,10890,2020,42,161,82,Active,,,14381662,N,Y,33.063385,-96.545904
MLS Listing,,Single Family Residential,1012 Intrepid Ct,DeSoto,TX,75115,359741,4,3,Elerson Trace,2762,10890,2020,47,130,43,Active,,,14378257,N,Y,32.580984,-96.882566
MLS Listing,,Single Family Residential,1008 Intrepid Ct,DeSoto,TX,75115,398196,4,3,Elerson Trace,3460,10890,2020,47,115,43,Active,,,14378212,N,Y,32.580984,-96.882469
MLS Listing,,Multi-Family (2-4 Unit),4404 Capitol Ave,Dallas,TX,75204,679900,3,2.5,Golf PARK,2500,3223,2020,6,272,,Active,,,14387793,N,Y,32.8072342,-96.7867813
MLS Listing,,Single Family Residential,722 Rosewood Dr,Murphy,TX,75094,484900,4,3.5,Maxwell Creek North Ph 9,3469,10890,2007,48,140,48,Active,,,14377365,N,Y,33.0256792,-96.5982986
MLS Listing,,Single Family Residential,3209 Treehouse Ln,Plano,TX,75075,360000,4,3,Teakwood Estates,2641,10890,1978,48,136,,Active,,,14377275,N,Y,33.0408284,-96.7379839
MLS Listing,,Single Family Residential,1809 Briscoe Dr,Lantana,TX,76226,513512,4,4,Lantana,3390,10890,2020,48,151,121,Active,,,14376739,N,Y,33.111534,-97.109283
MLS Listing,,Single Family Residential,2240 Water Way,Rockwall,TX,75087,365000,3,2,Hillside Ph 3 The Shores,2672,10846,2000,13,137,48,Active,,,14400476,N,Y,32.9482,-96.4837755
MLS Listing,,Vacant Land,1815 Gravley Dr,Carrollton,TX,75006,155000,0,,Santa Rosa Heights 03,,9322,,7,,,Active,,,14409930,N,Y,32.961015,-96.894108
MLS Listing,,Single Family Residential,9015 Windy Crest Dr,Dallas,TX,75243,529000,4,3,Topaz Estates,2589,10846,1981,50,204,,Active,,,14375730,N,Y,32.9074901,-96.7462696
MLS Listing,,Vacant Land,9 N Morris St #9,Dallas,TX,75212,359900,0,,Brantleys 02,,19123,,7,,,Active,,,14409364,N,Y,32.789161,-96.865799
MLS Listing,,Townhouse,207 FOREST Trce,Rockwall,TX,75087,309000,3,2.5,HIGHRIDGE ESTATE,2051,10803,1987,3,151,,Active,,,14414106,N,Y,32.9220603,-96.4633103
MLS Listing,,Single Family Residential,3955 Crown Shore Dr,Dallas,TX,75244,775000,4,3.5,Glen Cove,3091,10803,1962,5,251,,Active,,,14408712,N,Y,32.9139579,-96.8476876
MLS Listing,,Condo/Co-op,1122 Jackson St #320,Dallas,TX,75202,230000,1,1,Soco Urban Lofts,1024,42863,1925,7,225,389,Active,,,14406102,N,Y,32.7782672,-96.8024429
MLS Listing,,Vacant Land,3441 N Winnetka Ave,Dallas,TX,75212,55000,0,,Brantleys 02,,3877,,7,,,Active,,,14408734,N,Y,32.784749,-96.840043
MLS Listing,,Single Family Residential,3238 Rheims Dr,Midlothian,TX,76065,419900,5,3.5,Windermere Estates,4347,10803,2016,21,97,25,Active,,,14398488,N,Y,32.4889857,-96.9537518
MLS Listing,,Vacant Land,County Road 519,Alvarado,TX,76009,92000,0,,ABST 1TR 27A1 V Anderson,,43560,,7,,,Active,,,14410572,N,Y,32.499332,-97.219889
MLS Listing,,Multi-Family (2-4 Unit),9508 Gonzales Dr,Dallas,TX,75227,145000,3,2,Park Independence,1212,3311,1983,7,120,,Active,,,14408967,N,Y,32.7666422,-96.6585919
MLS Listing,,Single Family Residential,16124 Longvista Dr,Dallas,TX,75248,698000,5,4,Prestonwood 05,3872,10803,1993,24,180,,Active,,,14344966,N,Y,32.9719467,-96.7829672
MLS Listing,,Single Family Residential,7128 Joyce Way,Dallas,TX,75225,685000,4,3,Windsor Park Sec 03,2662,10803,1966,31,257,,Active,,,14389777,N,Y,32.8791802,-96.7818202
MLS Listing,,Single Family Residential,7218 Joyce Way,Dallas,TX,75225,899999,5,5.5,Windsor Park 03,4265,10803,1967,35,211,,Active,,,14386654,N,Y,32.8792688,-96.7805814
MLS Listing,,Single Family Residential,3450 Bevann Dr,Farmers Branch,TX,75234,360000,4,2,Crestbrook Estates,2347,10803,1966,38,153,,Active,,,14380789,N,Y,32.9233636,-96.8623863
MLS Listing,,Single Family Residential,545 Bush Ave,Waxahachie,TX,75165,355058,3,2,Estates of North Grove,2314,10803,2020,40,153,33,Active,,,14382860,N,Y,32.425336,-96.820308
MLS Listing,,Single Family Residential,4309 Exeter Dr,Garland,TX,75043,429500,5,3.5,Shores Of Wellington 02,3422,10803,2001,45,126,73,Active,,,14380378,N,Y,32.8623591,-96.5672664
MLS Listing,,Single Family Residential,606 Wilson Ct,Duncanville,TX,75137,230000,4,2,Presidential Estates,1930,10759,1975,5,119,,Active,,,14404873,N,Y,32.6450818,-96.8979616
MLS Listing,,Single Family Residential,12322 Amsterdam Rd,Farmers Branch,TX,75234,240000,3,1.5,Chapel Hill 05,1380,10759,1959,17,174,,Active,,,14401149,N,Y,32.919845,-96.8666174
MLS Listing,,Single Family Residential,2628 Sharpview Ln,Dallas,TX,75228,325000,4,3,Buckner Terrace 2nd Sec 3rd Inst,1959,10759,1963,25,166,,Active,,,14390392,N,Y,32.7958081,-96.705881
MLS Listing,,Single Family Residential,1234 Donegal Ln,Garland,TX,75044,349900,4,2,Cloverdell Meadows 01,2624,10759,1997,45,133,,Active,,,14379944,N,Y,32.9780199,-96.6137578
MLS Listing,,Single Family Residential,1800 Duke Dr,Richardson,TX,75081,364300,4,2.5,University Estates,2433,10759,1976,48,150,,Active,,,14371971,N,Y,32.9580751,-96.6909009
MLS Listing,,Single Family Residential,821 Dove Creek Park,Midlothian,TX,76065,367990,3,2.5,DOVE CREEK PH 1 B,2794,10759,2020,51,132,29,Active,,,14375388,N,Y,32.42369,-96.986094
MLS Listing,,Single Family Residential,2639 Woodmere Dr,Dallas,TX,75233,270000,3,2,Kiestwood Estates,1564,10716,1955,14,173,,Active,,,14402192,N,Y,32.7012963,-96.8628471
MLS Listing,,Single Family Residential,101 Boulder Creek Dr,DeSoto,TX,75115,279800,5,3,Briarwood 02,2946,10716,1989,14,95,,Active,,,14401556,N,Y,32.5889972,-96.8973328
MLS Listing,,Single Family Residential,2825 Annandale Dr,Trophy Club,TX,76262,650000,4,4,The Highlands At Trophy Club N,3858,10716,2014,17,168,33,Active,,,14402394,N,Y,33.0168558,-97.1863926
MLS Listing,,Single Family Residential,2613 Trophy Club Dr,Trophy Club,TX,76262,574000,5,4,The Highlands At Trophy Club N,3910,10716,2012,19,147,33,Active,,,14385987,N,Y,33.0143821,-97.1959071
MLS Listing,,Single Family Residential,2818 Melba St,Dallas,TX,75211,299900,3,2,Ravinia Terrace,1236,10716,1942,20,243,,Active,,,14399909,N,Y,32.7469452,-96.8678324
MLS Listing,,Single Family Residential,4820 Hollow Ridge Rd,Dallas,TX,75227,319500,3,3,Everglade Park,2252,10716,1983,37,142,,Active,,,14385601,N,Y,32.7807923,-96.7097049
MLS Listing,,Single Family Residential,809 N Lucas Dr,Grapevine,TX,76051,279900,3,2,Brookhollow Estates,1242,10716,1969,45,225,,Active,,,14378570,N,Y,32.9476707,-97.0876384
MLS Listing,,Single Family Residential,217 N Stewart Ave,Lancaster,TX,75146,249900,4,3,Original Town Of Lancaster,2348,10716,1950,48,106,,Active,,,14377078,N,Y,32.5934466,-96.7620924
MLS Listing,,Single Family Residential,4106 Balboa Ct,Arlington,TX,76016,515000,4,4.5,Enchanted Bay Add,3335,10672,2003,1,154,,Active,,,14399508,N,Y,32.6787784,-97.2241952
MLS Listing,,Single Family Residential,3403 Forestway Ct,Arlington,TX,76001,495000,4,5,Woodland Spgs Add,3924,10672,1990,4,126,,Active,,,14412606,N,Y,32.6283037,-97.1630024
MLS Listing,,Single Family Residential,904 W Redbud Dr,Hurst,TX,76053,259900,3,2,Oak Timber Add,1444,10672,1984,16,180,,Active,,,14379498,N,Y,32.8167213,-97.1918548
MLS Listing,,Single Family Residential,2801 Rock Port Cv,Grapevine,TX,76051,390000,3,3,Trail Lake,2123,10672,1985,28,184,,Active,,,14386162,N,Y,32.9669103,-97.1154552
MLS Listing,,Single Family Residential,3110 Elmhurst St,Rowlett,TX,75088,283800,3,2,University Place,2157,10672,1985,46,132,,Active,,,14376117,N,Y,32.8912058,-96.5795482
MLS Listing,,Single Family Residential,1249 High Meadow Ln,Lancaster,TX,75146,224900,3,2,Meadow Creek Estates,1708,10629,1980,3,132,,Active,,,14413274,N,Y,32.6031788,-96.783804
MLS Listing,,Single Family Residential,801 Bandera Ln,Garland,TX,75040,190000,3,2,Northwood Estates,1256,10629,1960,5,151,,Active,,,14412204,N,Y,32.9288984,-96.6398237
MLS Listing,,Single Family Residential,9552 Angleridge Rd,Dallas,TX,75238,619900,5,2.5,White Rock North,2750,10629,1964,5,225,,Active,,,14411975,N,Y,32.8792026,-96.7241262
MLS Listing,,Single Family Residential,540 Ten Mile Dr,DeSoto,TX,75115,272000,3,2.5,Hidden Canyon 03,2142,10629,2003,7,127,,Active,,,14405562,N,Y,32.6094079,-96.8685655
MLS Listing,,Single Family Residential,3325 Creekbend Dr,Garland,TX,75044,375000,4,3,Creek Bend Estates,2840,10629,1992,11,132,4,Active,,,14404544,N,Y,32.9779376,-96.6807491
MLS Listing,,Single Family Residential,6307 Preston Pkwy,University Park,TX,75205,4450000,5,6.5,Stratford Manor Add,6950,10629,2020,13,640,,Active,,,14403479,N,Y,32.8429495,-96.8049268
MLS Listing,,Single Family Residential,1818 Keneipp Rd,Carrollton,TX,75006,199900,2,2,Duncan Heights 03,866,10629,1952,16,231,,Active,,,14402957,N,Y,32.9647096,-96.9094051
MLS Listing,,Single Family Residential,513 Olive Trl,Forney,TX,75126,360000,5,4,Trails Of Chestnut Meadow Ph 4,3800,10629,2012,17,95,37,Active,,,14402427,N,Y,32.7283756,-96.4715539
MLS Listing,,Single Family Residential,1228 Desiree Ln,Hurst,TX,76053,215900,3,2,Richland Oaks Sub,1608,10629,1961,17,134,,Active,,,14392789,N,Y,32.8328711,-97.1961281
MLS Listing,,Single Family Residential,1114 Egyptian Way,Grand Prairie,TX,75050,242900,3,2,North Town Estates,1874,10629,1978,20,130,,Active,,,14399308,N,Y,32.7644919,-97.0229314
MLS Listing,,Single Family Residential,519 Anglebluff Dr,DeSoto,TX,75115,235000,3,2.5,South Mdws Add Sec 04,2130,10585,1985,3,110,,Active,,,14412578,N,Y,32.5972405,-96.8482914
MLS Listing,,Single Family Residential,1720 Mapleton Dr,Dallas,TX,75228,350000,3,2,Crestview East 01,1794,10585,1961,3,195,,Active,,,14413235,N,Y,32.8192657,-96.6852608
MLS Listing,,Single Family Residential,3316 Shadow Wood Cir,Highland Village,TX,75077,459900,5,3.5,Highland Shores Ph 12c,3180,10585,1997,37,145,68,Active,,,14385558,N,Y,33.0973055,-97.0773191
MLS Listing,,Single Family Residential,2501 Winding Hollow Ln,Arlington,TX,76006,365000,4,4.5,Oaks North Add,3593,10542,1986,3,102,,Active,,,14406765,N,Y,32.7767607,-97.0911325
MLS Listing,,Single Family Residential,4500 Trowbridge Dr,Arlington,TX,76013,275000,4,3,Oak Creek Estates,2310,10542,1973,4,119,,Active,,,14412136,N,Y,32.7072454,-97.1777911
MLS Listing,,Single Family Residential,821 Brian Dr,Grand Prairie,TX,75052,239900,3,2,Royal Valley Estates,1451,10542,1984,6,165,,Active,,,14409626,N,Y,32.6873537,-97.0164332
MLS Listing,,Single Family Residential,4816 Moss Point Rd,Dallas,TX,75232,165000,3,2,Glen Oaks,1456,10542,1954,6,113,,Active,,,14410634,N,Y,32.6859215,-96.8299287
MLS Listing,,Single Family Residential,204 Summit Ridge Dr,Rockwall,TX,75087,415000,5,3.5,Ridge Road Village,3968,10542,1985,9,105,,Active,,,14403936,N,Y,32.9199084,-96.4629564
MLS Listing,,Single Family Residential,315 Brookview Dr,DeSoto,TX,75115,198000,3,1,Brook Hollow Estates,1842,10542,1971,11,107,,Active,,,14408146,N,Y,32.5852514,-96.855328
MLS Listing,,Single Family Residential,5205 Blueridge Ct,Fort Worth,TX,76112,229900,4,2,Eastern Hills Add,1696,10542,1959,18,136,,Active,,,14391640,N,Y,32.7558897,-97.2423502
MLS Listing,,Single Family Residential,5556 Lavaca Rd,Grand Prairie,TX,75052,340000,4,2,Lake Parks Add,2692,10542,2005,24,126,,Active,,,14393758,N,Y,32.640317,-97.0470086
MLS Listing,,Single Family Residential,1501 Richfield Ct,Rockwall,TX,75032,289000,4,2.5,Hickory Ridge Ph One,3011,10542,2002,31,96,38,Active,,,14382295,N,Y,32.8944868,-96.4393766
MLS Listing,,Single Family Residential,2411 Bonnywood Ln,Dallas,TX,75233,339950,4,2.5,Kiestwood Estates,2014,10542,1961,32,169,,Active,,,14389368,N,Y,32.7020839,-96.8576947
MLS Listing,,Single Family Residential,4415 Eastwoods Dr,Grapevine,TX,76051,849000,4,4.5,Eastwoods,4040,10542,2017,38,210,50,Active,,,14380186,N,Y,32.8890489,-97.0828308
MLS Listing,,Single Family Residential,7113 Lowery Ln,North Richland Hills,TX,76182,243000,3,2,Smithfield Acres Add,1548,10542,1968,39,157,,Active,,,14384221,N,Y,32.8777752,-97.2083917
MLS Listing,,Single Family Residential,4508 Fox Rio Trl,Arlington,TX,76017,310000,3,2,Foxwood Glen,2558,10542,2010,42,121,54,Active,,,14380986,N,Y,32.672725,-97.1522188
MLS Listing,,Single Family Residential,49 Downs Lake Cir,Dallas,TX,75230,1424900,4,5,Downs Of Hillcrest Ph 02,5535,10542,1997,47,257,371,Active,,,14318200,N,Y,32.9214027,-96.7887623
MLS Listing,,Single Family Residential,621 Julia Dr,Hurst,TX,76054,292500,4,3,Owens Oaks Add,2265,10542,1973,48,129,,Active,,,14375748,N,Y,32.8518807,-97.1793838
MLS Listing,,Single Family Residential,628 N HENRY St,Lancaster,TX,75146,99000,3,2,T J BEESLEY UNREC,1577,10500,1946,17,63,,Active,,,14402565,N,Y,32.5975862,-96.7546059
MLS Listing,,Single Family Residential,1810 Lakeside Dr,Arlington,TX,76013,345000,5,3,Lakewood Add,3175,10498,1970,3,109,,Active,,,14412586,N,Y,32.7155146,-97.1443151
MLS Listing,,Condo/Co-op,15927 Coolwood Dr #2062,Dallas,TX,75248,100000,1,1,Prestonwood Country Club Condos,611,392040,1968,7,164,325,Active,,,14408539,N,Y,32.9648746,-96.8061019
MLS Listing,,Single Family Residential,4301 McFarlin Blvd,University Park,TX,75205,1675000,3,3.5,Armstrong Fairway 2nd Inst,3934,10498,1941,3,426,,Active,,,14412223,N,Y,32.8440164,-96.8087458
MLS Listing,,Vacant Land,2639 Creekwood Dr #1483,Cedar Hill,TX,75104,94900,0,,Lake Ridge Sec 21,,77842,,7,,31,Active,,,14409983,N,Y,32.5503744,-97.0081475
MLS Listing,,Single Family Residential,531 Mullins Ave,Lewisville,TX,75057,188000,2,1,Prairie Heights,1122,10498,1955,5,168,,Active,,,14411797,N,Y,33.0511585,-97.0040178
MLS Listing,,Single Family Residential,3141 Stanford Ave,University Park,TX,75225,3450000,5,6.5,Caruth Hills,6134,10498,2015,7,562,,Active,,,14408822,N,Y,32.8527541,-96.7823274
MLS Listing,,Single Family Residential,3701 Wentwood Dr,University Park,TX,75225,3895000,5,6.5,University Heights,6267,10498,2020,12,622,,Active,,,14402533,N,Y,32.8630929,-96.794176
MLS Listing,,Single Family Residential,228 E Pleasantview,Hurst,TX,76054,295000,3,2,MAYFAIR ADDITION-HURST BLOCK E LOT 7,2527,10498,1968,17,117,,Active,,,14402413,N,Y,32.844711,-97.1604603
MLS Listing,,Single Family Residential,2605 Yeager St,Fort Worth,TX,76112,172500,3,1,Sunset View Add,1416,10498,1948,18,122,,Active,,,14401710,N,Y,32.742463,-97.2331256
MLS Listing,,Single Family Residential,3214 Blair Oak Dr,Rowlett,TX,75089,330000,4,2.5,Springfield East,2690,10498,2000,18,123,,Active,,,14401122,N,Y,32.9297757,-96.5747102
MLS Listing,,Single Family Residential,1803 Signet Dr,Euless,TX,76040,289900,3,2,Wilshire Village Add,1739,10498,1963,24,167,,Active,,,14397120,N,Y,32.8316484,-97.1114373
MLS Listing,,Single Family Residential,3614 Palm Dr,Mesquite,TX,75150,195000,3,1,Town East Estates,1484,10498,1961,31,131,,Active,,,14390486,N,Y,32.7997965,-96.6508251
MLS Listing,,Condo/Co-op,9835 Walnut St #205,Dallas,TX,75243,76000,2,2,Richland Trace Condos,894,383938,1984,7,85,254,Active,,,14405950,N,Y,32.9223848,-96.7165357
MLS Listing,,Single Family Residential,2333 Maidens Castle Dr,Lewisville,TX,75056,722499,4,3.5,Castle Hills Ph III Sec B,4229,10498,2007,38,171,70,Active,,,14385474,N,Y,33.0286406,-96.9076444
MLS Listing,,Single Family Residential,1904 Devereux Ct,Flower Mound,TX,75028,567000,4,4,Grand Park Estates,3851,10498,2003,38,147,46,Active,,,14383031,N,Y,33.0688616,-97.0571125
MLS Listing,,Single Family Residential,9956 Faircrest Dr,Dallas,TX,75238,614900,4,2.5,White Rock North,2864,10498,1967,38,215,,Active,,,14381361,N,Y,32.8893857,-96.7140515
MLS Listing,,Single Family Residential,3829 Wentwood Dr,University Park,TX,75225,3925000,5,7,University Heights,6254,10498,2020,46,628,,Active,,,14376943,N,Y,32.8630799,-96.7976553
